iter	Logloss
602	0.2838463135
603	0.2837544556
604	0.2836398315
605	0.283565979
606	0.2834525146
607	0.2834083557
608	0.2832900391
609	0.2831692505
610	0.2830910645
611	0.2830148621
612	0.2828983765
613	0.2828342896
614	0.2827364502
615	0.2826568604
616	0.2825383301
617	0.2824404297
618	0.2823294678
619	0.2822551575
620	0.2821923828
621	0.2821105957
622	0.2820287476
623	0.2819664307
624	0.281894165
625	0.2818243408
626	0.2817640381
627	0.2816937256
628	0.2815828857
629	0.2815103149
630	0.2814297791
631	0.2813098145
632	0.2812584534
633	0.281193634
634	0.2810429077
635	0.2810117187
636	0.2809476929
637	0.2808806152
638	0.2807563477
639	0.2806325378
640	0.280541626
641	0.2804052734
642	0.280332489
643	0.2802297363
644	0.2801362305
645	0.2800127563
646	0.2799091187
647	0.2797970276
648	0.2796746826
649	0.2795886841
650	0.2795262756
651	0.2794514465
652	0.2793829956
653	0.2792509766
654	0.2791534424
655	0.2790471191
656	0.2789754639
657	0.2789088745
658	0.2787935181
659	0.2787160339
660	0.2785657959
661	0.2784713745
662	0.2783945007
663	0.2782820435
664	0.2781860046
665	0.2781118774
666	0.2780110474
667	0.2779187012
668	0.2778381348
669	0.2777388916
670	0.2776412659
671	0.2775571289
672	0.2774785461
673	0.2773922729
674	0.2773016968
675	0.2772147827
676	0.2771426086
677	0.2770289917
678	0.2769747314
679	0.2768782349
680	0.2768153992
681	0.2766600952
682	0.2765327759
683	0.2764663086
684	0.2763626099
685	0.2762472229
686	0.2761804199
687	0.2760611572
688	0.2759815063
689	0.2759047241
690	0.275817688
691	0.2757568665
692	0.2756691895
693	0.2755563354
694	0.2754555359
695	0.2753768616
696	0.2753169556
697	0.2752177734
698	0.2751318054
699	0.2750103149
700	0.2749572144
701	0.2748940125
702	0.2748202515
703	0.2747187195
704	0.2746521301
705	0.2745411072
706	0.2744274902
707	0.2743267212
708	0.2742235107
709	0.2741705933
710	0.2740662231
711	0.2739968262
712	0.2738739929
713	0.2737608643
714	0.2736521606
715	0.2735294495
716	0.2734620972
717	0.2733569946
718	0.2732672729
719	0.2731619873
720	0.2730411987
721	0.2729580078
722	0.2728956604
723	0.2728011475
724	0.2727081604
725	0.2726080933
726	0.2724976196
727	0.2724217224
728	0.2723577576
729	0.2722342224
730	0.2721646423
731	0.2720913391
732	0.2720045471
733	0.2719367676
734	0.2718587036
735	0.2717766113
736	0.2717475586
737	0.2716653442
738	0.2716149597
739	0.2715490112
740	0.2714812622
741	0.2713945007
742	0.2712882385
743	0.2712081299
744	0.271125824
745	0.270996582
746	0.27090448
747	0.2707980957
748	0.2707210083
749	0.2706435547
750	0.2705297852
751	0.2704382324
752	0.2703372803
753	0.2702424927
754	0.2701579895
755	0.2700696411
756	0.2700083008
757	0.2699005432
758	0.269821228
759	0.2697090759
760	0.2696193848
761	0.2695594177
762	0.2694645386
763	0.2694125977
764	0.2693354797
765	0.2692527466
766	0.2691676636
767	0.269106781
768	0.2690364685
769	0.268870697
770	0.2687791443
771	0.2686914673
772	0.2686422119
773	0.2685447998
774	0.2684676514
775	0.2683703613
776	0.2682719116
777	0.2681915894
778	0.2681098633
779	0.2679698181
780	0.2678894348
781	0.2677443237
782	0.2676688538
783	0.2676027832
784	0.2675366211
785	0.2674240112
786	0.2673512573
787	0.2672908325
788	0.2672346191
789	0.2671725464
790	0.2670766296
791	0.2669966431
792	0.2669424438
793	0.2668981323
794	0.2668426208
795	0.2667880249
796	0.2666925049
797	0.2666368103
798	0.2665913696
799	0.2665335693
800	0.2664486694
801	0.2663858032
802	0.2663345337
803	0.2662646179
804	0.266180603
805	0.266055603
806	0.2659860229
807	0.2659214172
808	0.265789856
809	0.2657286377
810	0.2656481323
811	0.2655624084
812	0.26547229
813	0.2653991089
814	0.2653464355
815	0.2652669067
816	0.2651760864
817	0.2651151123
818	0.2650536499
819	0.2649882813
820	0.2649102173
821	0.2648348389
822	0.2647336426
823	0.2646495972
824	0.2645409241
825	0.2644564209
826	0.2643515625
827	0.2642837219
828	0.2642252502
829	0.2641710205
830	0.2641015015
831	0.2640002747
832	0.2639240417
833	0.263789093
834	0.2637239685
835	0.2635864258
836	0.2635116577
837	0.2634107971
838	0.2633546448
839	0.2632916565
840	0.2632306519
841	0.2630992432
842	0.2630223694
843	0.2629538574
844	0.2628765869
845	0.262762146
846	0.2627027588
847	0.2626159973
848	0.2625507202
849	0.2624979553
850	0.2624219971
851	0.2622928772
852	0.262227417
853	0.2621779175
854	0.2621098022
855	0.2620504761
856	0.2619808044
857	0.2619270935
858	0.2618412476
859	0.2617678223
860	0.2617052917
861	0.261639679
862	0.2615690002
863	0.2615117798
864	0.2614288635
865	0.261355072
866	0.2612657471
867	0.2611830444
868	0.2611195679
869	0.2610341187
870	0.260953064
871	0.2609028931
872	0.2608182983
873	0.260729126
874	0.2606460571
875	0.2605753479
876	0.2605036621
877	0.2604769897
878	0.2604180603
879	0.260369751
880	0.2602753601
881	0.2601105957
882	0.2600363464
883	0.2599547119
884	0.2598554993
885	0.2597787781
886	0.2597730713
887	0.2596721497
888	0.2596142578
889	0.2595375977
890	0.2594883118
891	0.2594123535
892	0.2593483887
893	0.2592683716
894	0.2591784668
895	0.2590982971
896	0.2590101929
897	0.2589301453
898	0.2588693848
899	0.2588270874
900	0.2587569885
901	0.2587001953
902	0.2586489868
903	0.2585960999
904	0.2585377808
905	0.2584848633
906	0.2584125671
907	0.2583450012
908	0.2582879333
909	0.2582102661
910	0.2581369629
911	0.2580686035
912	0.2579897461
913	0.257928772
914	0.2578598938
915	0.257789093
916	0.257728302
917	0.2576491699
918	0.2575819702
919	0.2575317078
920	0.2574567871
921	0.2574017334
922	0.2572959595
923	0.2571794434
924	0.2570363159
925	0.2569944153
926	0.2568997803
927	0.2568193665
928	0.2567224731
929	0.2566589355
930	0.2565968628
931	0.2565380859
932	0.2564780884
933	0.2564176025
934	0.256357666
935	0.2562436829
936	0.2561669922
937	0.256101593
938	0.2560126648
939	0.2558974762
940	0.2558209534
941	0.2557671509
942	0.2556957245
943	0.2556193848
944	0.2555312195
945	0.2554582672
946	0.2553537903
947	0.2553026276
948	0.2552658234
949	0.2552238007
950	0.2551642303
951	0.2551005859
952	0.2550446167
953	0.2549901733
954	0.2549350586
955	0.254882019
956	0.2548139801
957	0.2547427979
958	0.2546365051
959	0.2545740051
960	0.2544891052
961	0.254429657
962	0.2543634338
963	0.2542720642
964	0.2541882935
965	0.254119873
966	0.2540022125
967	0.2539595642
968	0.2538876953
969	0.2538321075
970	0.2537481079
971	0.2536865845
972	0.2536336365
973	0.2535348816
974	0.2534801331
975	0.2534029999
976	0.2533455048
977	0.2533403625
978	0.2532751923
979	0.2531305542
980	0.2530729828
981	0.2530146027
982	0.2529307709
983	0.2528978882
984	0.2528361359
985	0.2527555237
986	0.252684021
987	0.2526275482
988	0.2525115356
989	0.2524312439
990	0.2523263855
991	0.2522535706
992	0.2521642456
993	0.2520761414
994	0.2520228424
995	0.2519755707
996	0.2518916321
997	0.2517690125
998	0.2517088928
999	0.2516017914
